-500.	-1.0000207884665953
-499.9	-1.000020784303135
-499.8	-1.0000207801396959
-499.7	-1.0000207759762736
-499.6	-1.0000207718128642
-499.5	-1.0000207676494635
-499.4	-1.0000207634860676
-499.3	-1.0000207593226726
-499.2	-1.0000207551592748
-499.1	-1.0000207509958705
-499.	-1.0000207468324558
-498.9	-1.0000207426690273
-498.8	-1.0000207385055813
-498.7	-1.0000207343421141
-498.6	-1.0000207301786228
-498.5	-1.0000207260151035
-498.4	-1.0000207218515533
-498.3	-1.0000207176879685
-498.2	-1.0000207135243464
-498.1	-1.0000207093606837
-498.	-1.0000207051969772
-497.9	-1.0000207010332238
-497.8	-1.000020696869421
-497.7	-1.0000206927055655
-497.6	-1.0000206885416547
-497.5	-1.000020684377686
-497.4	-1.0000206802136562
-497.3	-1.000020676049563
-497.2	-1.0000206718854037
-497.1	-1.0000206677211758
-497.	-1.000020663556877
-496.9	-1.0000206593925043
-496.8	-1.0000206552280562
-496.7	-1.0000206510635297
-496.6	-1.0000206468989228
-496.5	-1.0000206427342333
-496.4	-1.000020638569459
-496.3	-1.000020634404598
-496.2	-1.0000206302396482
-496.1	-1.0000206260746074
-496.	-1.0000206219094738
-495.9	-1.0000206177442459
-495.8	-1.0000206135789214
-495.7	-1.0000206094134985
-495.6	-1.0000206052479759
-495.5	-1.0000206010823518
-495.4	-1.0000205969166245
-495.3	-1.0000205927507924
-495.2	-1.0000205885848539
-495.1	-1.000020584418808
-495.	-1.000020580252653
-494.9	-1.0000205760863874
-494.8	-1.0000205719200101
-494.7	-1.0000205677535199
-494.6	-1.0000205635869153
-494.5	-1.0000205594201954
-494.4	-1.0000205552533592
-494.3	-1.0000205510864053
-494.2	-1.0000205469193328
-494.1	-1.000020542752141
-494.	-1.0000205385848284
-493.9	-1.000020534417395
-493.8	-1.000020530249839
-493.7	-1.0000205260821602
-493.6	-1.0000205219143579
-493.5	-1.000020517746431
-493.4	-1.000020513578379
-493.3	-1.0000205094102017
-493.2	-1.0000205052418982
-493.1	-1.000020501073468
-493.	-1.0000204969049105
-492.9	-1.0000204927362253
-492.8	-1.0000204885674122
-492.7	-1.000020484398471
-492.6	-1.0000204802294008
-492.5	-1.000020476060202
-492.4	-1.0000204718908738
-492.3	-1.0000204677214166
-492.2	-1.0000204635518297
-492.1	-1.0000204593821134
-492.	-1.0000204552122673
-491.9	-1.0000204510422919
-491.8	-1.0000204468721865
-491.7	-1.0000204427019517
-491.6	-1.0000204385315874
-491.5	-1.000020434361094
-491.4	-1.000020430190471
-491.3	-1.0000204260197192
-491.2	-1.0000204218488387
-491.1	-1.0000204176778298
-491.	-1.0000204135066926
-490.9	-1.0000204093354277
-490.8	-1.0000204051640353
-490.7	-1.000020400992516
-490.6	-1.00002039682087
-490.5	-1.000020392649098
-490.4	-1.0000203884772008
-490.3	-1.0000203843051783
-490.2	-1.0000203801330314
-490.1	-1.0000203759607609
-490.	-1.0000203717883671
-489.9	-1.000020367615851
-489.8	-1.0000203634432132
-489.7	-1.0000203592704546
-489.6	-1.0000203550975757
-489.5	-1.0000203509245773
-489.4	-1.0000203467514606
-489.3	-1.000020342578226
-489.2	-1.000020338404875
-489.1	-1.0000203342314078
-489.	-1.0000203300578259
-488.9	-1.0000203258841303
-488.8	-1.0000203217103216
-488.7	-1.000020317536401
-488.6	-1.00002031336237
-488.5	-1.0000203091882292
-488.4	-1.00002030501398
-488.3	-1.0000203008396233
-488.2	-1.0000202966651603
-488.1	-1.0000202924905925
-488.	-1.000020288315921
-487.9	-1.000020284141147
-487.8	-1.0000202799662716
-487.7	-1.0000202757912966
-487.6	-1.0000202716162228
-487.5	-1.0000202674410517
-487.4	-1.0000202632657849
-487.3	-1.0000202590904237
-487.2	-1.0000202549149693
-487.1	-1.0000202507394234
-487.	-1.000020246563787
-486.9	-1.0000202423880624
-486.8	-1.0000202382122505
-486.7	-1.000020234036353
-486.6	-1.0000202298603715
-486.5	-1.0000202256843074
-486.4	-1.0000202215081624
-486.3	-1.0000202173319381
-486.2	-1.0000202131556362
-486.1	-1.000020208979258
-486.	-1.0000202048028057
-485.9	-1.0000202006262806
-485.8	-1.0000201964496847
-485.7	-1.0000201922730192
-485.6	-1.0000201880962862
-485.5	-1.0000201839194875
-485.4	-1.000020179742625
-485.3	-1.0000201755656999
-485.2	-1.0000201713887145
-485.1	-1.0000201672116704
-485.	-1.0000201630345695
-484.9	-1.0000201588574138
-484.8	-1.0000201546802048
-484.7	-1.0000201505029447
-484.6	-1.000020146325635
-484.5	-1.000020142148278
-484.4	-1.0000201379708753
-484.3	-1.0000201337934291
-484.2	-1.0000201296159412
-484.1	-1.0000201254384133
-484.	-1.000020121260848
-483.9	-1.0000201170832466
-483.8	-1.0000201129056112
-483.7	-1.0000201087279441
-483.6	-1.000020104550247
-483.5	-1.000020100372522
-483.4	-1.0000200961947712
-483.3	-1.0000200920169966
-483.2	-1.0000200878392003
-483.1	-1.000020083661384
-483.	-1.0000200794835499
-482.9	-1.0000200753057003
-482.8	-1.000020071127837
-482.7	-1.0000200669499624
-482.6	-1.0000200627720781
-482.5	-1.0000200585941865
-482.4	-1.0000200544162896
-482.3	-1.0000200502383894
-482.2	-1.0000200460604882
-482.1	-1.000020041882588
-482.	-1.0000200377046908
-481.9	-1.0000200335267988
-481.8	-1.000020029348914
-481.7	-1.000020025171039
-481.6	-1.0000200209931753
-481.5	-1.0000200168153253
-481.4	-1.0000200126374912
-481.3	-1.0000200084596749
-481.2	-1.0000200042818785
-481.1	-1.0000200001041046
-481.	-1.0000199959263547
-480.9	-1.0000199917486314
-480.8	-1.0000199875709366
-480.7	-1.0000199833932726
-480.6	-1.0000199792156412
-480.5	-1.0000199750380447
-480.4	-1.0000199708604856
-480.3	-1.0000199666829652
-480.2	-1.0000199625054864
-480.1	-1.000019958328051
-480.	-1.000019954150661
-479.9	-1.0000199499733187
-479.8	-1.0000199457960262
-479.7	-1.0000199416187854
-479.6	-1.0000199374415986
-479.5	-1.0000199332644677
-479.4	-1.000019929087395
-479.3	-1.0000199249103827
-479.2	-1.0000199207334324
-479.1	-1.0000199165565467
-479.	-1.0000199123797273
-478.9	-1.0000199082029764
-478.8	-1.0000199040262958
-478.7	-1.000019899849688
-478.6	-1.0000198956731547
-478.5	-1.0000198914966982
-478.4	-1.0000198873203203
-478.3	-1.000019883144023
-478.2	-1.0000198789678083
-478.1	-1.0000198747916782
-478.	-1.000019870615635
-477.9	-1.0000198664396802
-477.8	-1.000019862263816
-477.7	-1.0000198580880442
-477.6	-1.000019853912367
-477.5	-1.000019849736786
-477.4	-1.0000198455613034
-477.3	-1.000019841385921
-477.2	-1.0000198372106406
-477.1	-1.0000198330354642
-477.	-1.0000198288603936
-476.9	-1.0000198246854306
-476.8	-1.0000198205105773
-476.7	-1.000019816335835
-476.6	-1.0000198121612058
-476.5	-1.0000198079866918
-476.4	-1.0000198038122943
-476.3	-1.0000197996380151
-476.2	-1.000019795463856
-476.1	-1.000019791289819
-476.	-1.0000197871159056
-475.9	-1.0000197829421174
-475.8	-1.0000197787684562
-475.7	-1.0000197745949233
-475.6	-1.000019770421521
-475.5	-1.0000197662482504
-475.4	-1.0000197620751132
-475.3	-1.000019757902111
-475.2	-1.0000197537292455
-475.1	-1.000019749556518
-475.	-1.0000197453839301
-474.9	-1.0000197412114835
-474.8	-1.0000197370391792
-474.7	-1.0000197328670193
-474.6	-1.0000197286950046
-474.5	-1.0000197245231368
-474.4	-1.0000197203514174
-474.3	-1.0000197161798474
-474.2	-1.0000197120084287
-474.1	-1.000019707837162
-474.	-1.000019703666049
-473.9	-1.0000196994950907
-473.8	-1.0000196953242884
-473.7	-1.0000196911536436
-473.6	-1.000019686983157
-473.5	-1.0000196828128303
-473.4	-1.0000196786426643
-473.3	-1.0000196744726602
-473.2	-1.0000196703028188
-473.1	-1.0000196661331417
-473.	-1.0000196619636295
-472.9	-1.0000196577942835
-472.8	-1.0000196536251043
-472.7	-1.0000196494560931
-472.6	-1.000019645287251
-472.5	-1.0000196411185782
-472.4	-1.0000196369500765
-472.3	-1.0000196327817459
-472.2	-1.0000196286135876
-472.1	-1.0000196244456023
-472.	-1.000019620277791
-471.9	-1.0000196161101536
-471.8	-1.0000196119426916
-471.7	-1.0000196077754053
-471.6	-1.0000196036082951
-471.5	-1.000019599441362
-471.4	-1.0000195952746063
-471.3	-1.0000195911080285
-471.2	-1.000019586941629
-471.1	-1.0000195827754086
-471.	-1.0000195786093673
-470.9	-1.0000195744435054
-470.8	-1.0000195702778236
-470.7	-1.0000195661123221
-470.6	-1.000019561947001
-470.5	-1.0000195577818605
-470.4	-1.0000195536169008
-470.3	-1.0000195494521222
-470.2	-1.0000195452875247
-470.1	-1.0000195411231085
-470.	-1.0000195369588734
-469.9	-1.0000195327948196
-469.8	-1.000019528630947
-469.7	-1.0000195244672554
-469.6	-1.0000195203037447
